,ID,Position,FullName,Link,FirstName,LastName,PrimaryNumber,BirthDate,BirthCity,BirthProvState,BirthCountry,Nationality,Height,Weight,Active,Rookie,RosterStatus
1454,8471219,G,Al Montoya,/api/v1/people/8471219,Al,Montoya,35,1985-02-13,Chicago,IL,USA,USA,"6' 2""",200,False,False,N
1455,8473632,G,Josh Tordjman,/api/v1/people/8473632,Josh,Tordjman,42,1985-01-11,Montreal,QC,CAN,CAN,"6' 1""",156,False,False,N
1456,8448772,R,Claude Lemieux,/api/v1/people/8448772,Claude,Lemieux,32,1965-07-16,Buckingham,QC,CAN,CAN,"6' 1""",215,False,False,Y
1457,8471516,C,Riley Armstrong,/api/v1/people/8471516,Riley,Armstrong,40,1984-11-08,Lloydminster,SK,CAN,CAN,"5' 11""",185,False,False,N
1458,8471521,R,Brad Staubitz,/api/v1/people/8471521,Brad,Staubitz,25,1984-07-28,Edmonton,AB,CAN,CAN,"6' 1""",207,False,False,N
1459,8471810,D,Derek Joslin,/api/v1/people/8471810,Derek,Joslin,38,1987-03-17,Richmond Hill,ON,CAN,CAN,"6' 1""",210,False,False,Y
1460,8472215,R,Ryan Vesce,/api/v1/people/8472215,Ryan,Vesce,53,1982-04-07,Lloyd Harbor,NY,USA,USA,"5' 8""",175,False,False,N
1461,8473465,L,Jamie McGinn,/api/v1/people/8473465,Jamie,McGinn,88,1988-08-05,Fergus,ON,CAN,CAN,"6' 1""",205,False,False,Y
1462,8473432,R,Derek Dorsett,/api/v1/people/8473432,Derek,Dorsett,0,1986-12-20,Kindersley,SK,CAN,CAN,"6' 0""",192,False,False,I
1463,8474161,R,Jakub Voracek,/api/v1/people/8474161,Jakub,Voracek,93,1989-08-15,Kladno,,CZE,CZE,"6' 2""",214,True,False,Y
1464,8474195,L,Maksim Mayorov,/api/v1/people/8474195,Maksim,Mayorov,8,1989-03-26,Leninogorsk,,RUS,RUS,"6' 2""",198,False,False,N
1465,8474566,L,Nikita Filatov,/api/v1/people/8474566,Nikita,Filatov,21,1990-05-25,Moscow,,RUS,RUS,"6' 0""",190,False,False,N
1466,8473461,G,Steve Mason,/api/v1/people/8473461,Steve,Mason,0,1988-05-29,Oakville,ON,CAN,CAN,"6' 4""",210,False,False,N
1467,8471290,L,Peter Olvecky,/api/v1/people/8471290,Peter,Olvecky,36,1985-10-11,Nove Zamky,,SVK,SVN,"6' 2""",220,False,False,N
1468,8473722,L,John Scott,/api/v1/people/8473722,John,Scott,22,1982-09-26,Edmonton,AB,CAN,CAN,"6' 8""",260,False,False,N
1469,8474121,C,Colton Gillies,/api/v1/people/8474121,Colton,Gillies,9,1989-02-12,White Rock,BC,CAN,CAN,"6' 4""",208,False,False,N
1470,8470225,R,Ilkka Pikkarainen,/api/v1/people/8470225,Ilkka,Pikkarainen,17,1981-04-19,Sonkajärvi,,FIN,FIN,"6' 2""",215,False,False,N
1471,8471429,D,Tyler Eckford,/api/v1/people/8471429,Tyler,Eckford,56,1985-09-08,Vancouver,BC,CAN,CAN,"6' 1""",225,False,False,N
1472,8473580,D,Matthew Corrente,/api/v1/people/8473580,Matthew,Corrente,22,1988-03-17,Mississauga,ON,CAN,CAN,"6' 0""",205,False,False,N
1473,8473592,R,Vladimir Zharkov,/api/v1/people/8473592,Vladimir,Zharkov,18,1988-01-10,Elektrostal,,RUS,RUS,"6' 1""",205,False,False,N
1474,8473999,R,Nick Palmieri,/api/v1/people/8473999,Nick,Palmieri,32,1989-07-12,Utica,NY,USA,USA,"6' 3""",220,False,False,N
1475,8470203,L,Greg Mauldin,/api/v1/people/8470203,Greg,Mauldin,20,1982-06-10,Boston,MA,USA,USA,"5' 11""",195,False,False,N
1476,8470780,D,Mark Flood,/api/v1/people/8470780,Mark,Flood,33,1984-09-29,Charlottetown,PE,CAN,CAN,"6' 1""",195,False,False,N
1477,8470798,D,Dylan Reese,/api/v1/people/8470798,Dylan,Reese,46,1984-08-29,Pittsburgh,PA,USA,USA,"6' 1""",205,False,False,N
1478,8471671,D,Dustin Kohn,/api/v1/people/8471671,Dustin,Kohn,56,1987-02-02,Edmonton,AB,CAN,CAN,"6' 1""",200,False,False,N
1479,8474230,L,Micheal Haley,/api/v1/people/8474230,Micheal,Haley,38,1986-03-30,Guelph,ON,CAN,CAN,"5' 11""",202,True,False,I
1480,8474709,L,Matt Martin,/api/v1/people/8474709,Matt,Martin,17,1989-05-08,Windsor,ON,CAN,CAN,"6' 3""",220,False,False,Y
1481,8475166,C,John Tavares,/api/v1/people/8475166,John,Tavares,91,1990-09-20,Mississauga,ON,CAN,CAN,"6' 1""",215,True,False,Y
1482,8475270,D,Anton Klementyev,/api/v1/people/8475270,Anton,Klementyev,48,1990-03-25,Togliatti,,RUS,RUS,"6' 1""",198,False,False,N
1483,8473610,D,Bobby Sanguinetti,/api/v1/people/8473610,Bobby,Sanguinetti,24,1988-02-29,Trenton,NJ,USA,USA,"6' 3""",188,False,False,N
1484,8474584,D,Michael Del Zotto,/api/v1/people/8474584,Michael,Del Zotto,44,1990-06-24,Stouffville,ON,CAN,CAN,"6' 0""",195,False,False,Y
1485,8475118,D,Matt Gilroy,/api/v1/people/8475118,Matt,Gilroy,97,1984-07-20,North Bellmore,NY,USA,USA,"6' 1""",199,False,False,N
1486,8475128,D,Ilkka Heikkinen,/api/v1/people/8475128,Ilkka,Heikkinen,49,1984-11-13,Rauma,,FIN,FIN,"6' 2""",205,False,False,N
1487,8470820,G,Matt Zaba,/api/v1/people/8470820,Matt,Zaba,31,1983-07-14,Yorkton,SK,CAN,CAN,"6' 1""",190,False,False,N
1488,8473434,G,Chad Johnson,/api/v1/people/8473434,Chad,Johnson,1,1986-06-10,Saskatoon,SK,CAN,CAN,"6' 3""",197,False,False,I
1489,8471336,R,David Laliberte,/api/v1/people/8471336,David,Laliberte,9,1986-03-17,St-Jean-Sur-Richelie,QC,CAN,CAN,"6' 1""",194,False,False,N
1490,8471756,D,Oskars Bartulis,/api/v1/people/8471756,Oskars,Bartulis,3,1987-01-21,Ogre,,LVA,LVA,"6' 2""",184,False,False,N
1491,8474037,L,James van Riemsdyk,/api/v1/people/8474037,James,van Riemsdyk,25,1989-05-04,Middletown,NJ,USA,USA,"6' 3""",217,True,False,Y
1492,8475381,C,Mika Pyorala,/api/v1/people/8475381,Mika,Pyorala,27,1981-07-13,Oulu,,FIN,FIN,"6' 0""",190,False,False,N
1493,8471781,G,Jeremy Duchesne,/api/v1/people/8471781,Jeremy,Duchesne,35,1986-10-17,Silver Spring,MD,USA,USA,"6' 0""",201,False,False,Y
1494,8475080,G,Johan Backlund,/api/v1/people/8475080,Johan,Backlund,30,1981-07-24,Skellefteå,,SWE,SWE,"6' 2""",198,False,False,N
1495,8468674,D,Deryk Engelland,/api/v1/people/8468674,Deryk,Engelland,5,1982-04-03,Edmonton,AB,CAN,CAN,"6' 2""",212,False,False,Y
1496,8471280,R,Nick Johnson,/api/v1/people/8471280,Nick,Johnson,32,1985-12-24,Calgary,AB,CAN,CAN,"6' 2""",200,False,False,N
1497,8473914,C,Mark Letestu,/api/v1/people/8473914,Mark,Letestu,22,1985-02-04,Elk Point,AB,CAN,CAN,"5' 10""",195,False,False,Y
1498,8474025,L,Eric Tangradi,/api/v1/people/8474025,Eric,Tangradi,34,1989-02-10,Philadelphia,PA,USA,USA,"6' 4""",226,False,False,N
1499,8474708,G,Alexander Pechurskiy,/api/v1/people/8474708,Alexander,Pechurskiy,40,1990-06-04,Magnitogorsk,,RUS,RUS,"6' 0""",187,True,False,N
1500,8471717,D,Adam McQuaid,/api/v1/people/8471717,Adam,McQuaid,54,1986-10-12,Charlottetown,PE,CAN,CAN,"6' 4""",210,False,False,Y
1501,8473419,L,Brad Marchand,/api/v1/people/8473419,Brad,Marchand,63,1988-05-11,Halifax,NS,CAN,CAN,"5' 9""",181,True,False,Y
1502,8473550,D,Andrew Bodnarchuk,/api/v1/people/8473550,Andrew,Bodnarchuk,44,1988-07-11,Drumheller,AB,CAN,CAN,"5' 11""",195,False,False,N
1503,8474045,C,Zach Hamill,/api/v1/people/8474045,Zach,Hamill,52,1988-09-23,Vancouver,BC,CAN,CAN,"5' 11""",180,False,False,N
1504,8474511,D,Jeff Penner,/api/v1/people/8474511,Jeff,Penner,62,1987-04-13,Steinbach,MB,CAN,CAN,"5' 10""",183,False,False,N
1505,8474574,D,Tyler Myers,/api/v1/people/8474574,Tyler,Myers,57,1990-02-01,Houston,TX,USA,CAN,"6' 8""",229,True,False,Y
1506,8474589,C,Tyler Ennis,/api/v1/people/8474589,Tyler,Ennis,63,1989-10-06,Edmonton,AB,CAN,CAN,"5' 9""",161,True,False,Y
1507,8473523,G,Jhonas Enroth,/api/v1/people/8473523,Jhonas,Enroth,31,1988-06-25,Stockholm,,SWE,SWE,"5' 10""",175,False,False,Y
1508,8471312,R,JT Wyman,/api/v1/people/8471312,JT,Wyman,12,1986-02-27,Edina,MN,USA,USA,"6' 2""",209,False,False,N
1509,8471768,L,Tom Pyatt,/api/v1/people/8471768,Tom,Pyatt,10,1987-02-14,Thunder Bay,ON,CAN,CAN,"5' 11""",185,False,False,N
1510,8471976,C,David Desharnais,/api/v1/people/8471976,David,Desharnais,51,1986-09-14,Laurier-Station,QC,CAN,CAN,"5' 7""",180,False,False,Y
1511,8473438,D,Mathieu Carle,/api/v1/people/8473438,Mathieu,Carle,72,1987-09-30,Gatineau,QC,CAN,CAN,"6' 0""",203,False,False,N
1512,8473466,C,Ryan White,/api/v1/people/8473466,Ryan,White,21,1988-03-17,Brandon,MB,CAN,CAN,"6' 0""",200,False,False,N
1513,8474056,D,P.K. Subban,/api/v1/people/8474056,P.K.,Subban,76,1989-05-13,Toronto,ON,CAN,CAN,"6' 0""",210,True,False,Y
1514,8474436,L,Brock Trotter,/api/v1/people/8474436,Brock,Trotter,59,1987-01-16,Brandon,MB,CAN,CAN,"5' 10""",180,False,False,N
1515,8471972,R,Ryan Keller,/api/v1/people/8471972,Ryan,Keller,46,1984-01-06,Saskatoon,SK,CAN,CAN,"5' 10""",196,False,False,N
1516,8473484,L,Kaspars Daugavins,/api/v1/people/8473484,Kaspars,Daugavins,16,1988-05-18,Riga,,LVA,LVA,"6' 0""",213,False,False,Y
1517,8473953,D,Derek Smith,/api/v1/people/8473953,Derek,Smith,36,1984-10-13,Belleville,ON,CAN,CAN,"6' 1""",197,False,False,N
1518,8474578,D,Erik Karlsson,/api/v1/people/8474578,Erik,Karlsson,65,1990-05-31,Landsbro,,SWE,SWE,"6' 0""",190,True,False,I
1519,8475174,D,Jared Cowen,/api/v1/people/8475174,Jared,Cowen,29,1991-01-25,Saskatoon,SK,CAN,CAN,"6' 5""",238,False,False,N
1520,8475637,R,Bobby Butler,/api/v1/people/8475637,Bobby,Butler,26,1987-04-26,Marlborough,MA,USA,USA,"6' 0""",189,False,False,N
1521,8470800,G,Mike Brodeur,/api/v1/people/8470800,Mike,Brodeur,29,1983-03-30,Calgary,AB,CAN,CAN,"6' 2""",185,False,False,N
1522,8467491,C,Rickard Wallin,/api/v1/people/8467491,Rickard,Wallin,51,1980-04-09,Stockholm,,SWE,SWE,"6' 2""",195,False,False,Y
1523,8470816,L,Jay Rosehill,/api/v1/people/8470816,Jay,Rosehill,37,1985-07-16,Olds,AB,CAN,CAN,"6' 3""",215,False,False,N
1524,8473537,L,Viktor Stalberg,/api/v1/people/8473537,Viktor,Stalberg,24,1986-01-17,Gothenburg,,SWE,SWE,"6' 3""",209,False,False,Y
1525,8474125,D,Carl Gunnarsson,/api/v1/people/8474125,Carl,Gunnarsson,4,1986-11-09,Orebro,,SWE,SWE,"6' 2""",198,True,False,Y
1526,8475098,C,Tyler Bozak,/api/v1/people/8475098,Tyler,Bozak,21,1986-03-19,Regina,SK,CAN,CAN,"6' 1""",199,True,False,Y
1527,8475172,C,Nazem Kadri,/api/v1/people/8475172,Nazem,Kadri,91,1990-10-06,London,ON,CAN,CAN,"6' 0""",192,True,False,Y
1528,8475638,C,Brayden Irwin,/api/v1/people/8475638,Brayden,Irwin,44,1987-03-24,Toronto,ON,CAN,CAN,"6' 5""",215,False,False,N
1529,8475361,G,Jonas Gustavsson,/api/v1/people/8475361,Jonas,Gustavsson,50,1984-10-24,Danderyd,,SWE,SWE,"6' 4""",201,False,False,N
1530,8473459,D,Arturs Kulda,/api/v1/people/8473459,Arturs,Kulda,23,1988-07-25,Riga,,LVA,LVA,"6' 2""",215,False,False,N
1531,8475169,L,Evander Kane,/api/v1/people/8475169,Evander,Kane,9,1991-08-02,Vancouver,BC,CAN,CAN,"6' 2""",210,True,False,Y
1532,8473571,D,Jamie McBain,/api/v1/people/8473571,Jamie,McBain,2,1988-02-25,Edina,MN,USA,USA,"6' 1""",195,False,False,N
1533,8474137,L,Drayson Bowman,/api/v1/people/8474137,Drayson,Bowman,38,1989-03-08,Grand Rapids,MI,USA,USA,"6' 1""",195,False,False,N
1534,8474220,R,Jerome Samson,/api/v1/people/8474220,Jerome,Samson,71,1987-09-04,Greenfield Park,QC,CAN,CAN,"6' 0""",195,False,False,N
1535,8471251,G,Justin Peters,/api/v1/people/8471251,Justin,Peters,40,1986-08-30,Blyth,ON,CAN,CAN,"6' 1""",210,False,False,N
1536,8471268,R,Victor Oreskovich,/api/v1/people/8471268,Victor,Oreskovich,38,1986-08-15,Whitby,ON,CAN,CAN,"6' 3""",215,False,False,N
1537,8471941,R,Mike Duco,/api/v1/people/8471941,Mike,Duco,79,1987-07-08,Toronto,ON,CAN,CAN,"5' 10""",200,False,False,N
1538,8474149,R,Evgenii Dadonov,/api/v1/people/8474149,Evgenii,Dadonov,63,1989-03-12,Chelyabinsk,,RUS,RUS,"5' 11""",185,True,False,Y
1539,8474184,D,Keaton Ellerby,/api/v1/people/8474184,Keaton,Ellerby,7,1988-11-05,Strathmore,AB,CAN,CAN,"6' 5""",220,False,False,Y
1540,8475179,D,Dmitry Kulikov,/api/v1/people/8475179,Dmitry,Kulikov,7,1990-10-29,Lipetsk,,RUS,RUS,"6' 1""",204,True,False,Y
1541,8475130,G,Alexander Salak,/api/v1/people/8475130,Alexander,Salak,53,1987-01-05,Strakonice,,CZE,CZE,"6' 1""",189,False,False,N
1542,8471711,D,Scott Jackson,/api/v1/people/8471711,Scott,Jackson,58,1987-02-05,Salmon Arm,BC,CAN,CAN,"6' 3""",219,False,False,N
1543,8474674,C,James Wright,/api/v1/people/8474674,James,Wright,26,1990-03-24,Saskatoon,SK,CAN,CAN,"6' 4""",210,False,False,Y
1544,8475167,D,Victor Hedman,/api/v1/people/8475167,Victor,Hedman,77,1990-12-18,Ornskoldsvik,,SWE,SWE,"6' 6""",229,True,False,Y
1545,8474682,G,Dustin Tokarski,/api/v1/people/8474682,Dustin,Tokarski,31,1989-09-16,Watson,SK,CAN,CAN,"6' 0""",198,True,False,N
1546,8471483,C,Kyle Wilson,/api/v1/people/8471483,Kyle,Wilson,25,1984-12-15,Oakville,ON,CAN,CAN,"6' 1""",200,False,False,N
1547,8473618,L,Mathieu Perreault,/api/v1/people/8473618,Mathieu,Perreault,85,1988-01-05,Drummondville,QC,CAN,CAN,"5' 10""",188,True,False,Y
1548,8474590,D,John Carlson,/api/v1/people/8474590,John,Carlson,74,1990-01-10,Natick,MA,USA,USA,"6' 3""",217,True,False,Y
1549,8471693,D,Jakub Kindl,/api/v1/people/8471693,Jakub,Kindl,46,1987-02-10,Sumperk,,CZE,CZE,"6' 3""",199,False,False,Y
1550,8471741,D,Teemu Laakso,/api/v1/people/8471741,Teemu,Laakso,2,1987-08-27,Tuusula,,FIN,FIN,"6' 1""",215,False,False,N
1551,8471742,D,Cody Franson,/api/v1/people/8471742,Cody,Franson,11,1987-08-08,Sicamous,BC,CAN,CAN,"6' 5""",224,False,False,N
1552,8474096,C,Nick Spaling,/api/v1/people/8474096,Nick,Spaling,16,1988-09-19,Palmerston,ON,CAN,CAN,"6' 1""",198,False,False,Y
1553,8474154,R,Andreas Thuresson,/api/v1/people/8474154,Andreas,Thuresson,12,1987-11-18,Kristianstad,,SWE,SWE,"6' 1""",206,False,False,N
1554,8474569,C,Colin Wilson,/api/v1/people/8474569,Colin,Wilson,22,1989-10-20,Greenwich,CT,USA,USA,"6' 1""",215,False,False,I
1555,8474189,C,Lars Eller,/api/v1/people/8474189,Lars,Eller,20,1989-05-08,Rodovre,,DNK,DNK,"6' 2""",205,True,False,Y
1556,8471450,R,Brandon Yip,/api/v1/people/8471450,Brandon,Yip,32,1985-04-25,Vancouver,BC,CAN,CAN,"6' 1""",198,False,False,N
1557,8471708,C,Ryan Stoa,/api/v1/people/8471708,Ryan,Stoa,29,1987-04-13,Bloomington,MN,USA,USA,"6' 3""",200,False,False,N
1558,8471829,C,Justin Mercier,/api/v1/people/8471829,Justin,Mercier,43,1987-06-25,Erie,PA,USA,USA,"5' 11""",190,False,False,N
1559,8473700,D,Ryan Wilson,/api/v1/people/8473700,Ryan,Wilson,44,1987-02-03,Windsor,ON,CAN,CAN,"6' 1""",210,False,False,N
1560,8475158,C,Ryan O'Reilly,/api/v1/people/8475158,Ryan,O'Reilly,90,1991-02-07,Clinton,ON,CAN,CAN,"6' 1""",216,True,False,Y
1561,8475168,C,Matt Duchene,/api/v1/people/8475168,Matt,Duchene,95,1991-01-16,Haliburton,ON,CAN,CAN,"5' 11""",195,True,False,Y
1562,8467583,D,Dean Arsene,/api/v1/people/8467583,Dean,Arsene,2,1980-07-20,Murrayville,BC,CAN,CAN,"6' 2""",205,False,False,N
1563,8470370,L,Charles Linglet,/api/v1/people/8470370,Charles,Linglet,36,1982-06-22,Montreal,QC,CAN,CAN,"6' 2""",205,False,False,Y
1564,8470644,R,Colin McDonald,/api/v1/people/8470644,Colin,McDonald,36,1984-09-30,Wethersfield,CT,USA,USA,"6' 2""",208,False,False,N
1565,8471689,C,Ryan O'Marra,/api/v1/people/8471689,Ryan,O'Marra,42,1987-06-09,Tokyo,,JPN,CAN,"6' 2""",220,False,False,N
1566,8474046,D,Alex Plante,/api/v1/people/8474046,Alex,Plante,48,1989-05-09,Brandon,MB,CAN,CAN,"6' 4""",230,False,False,N
1567,8474662,D,Johan Motin,/api/v1/people/8474662,Johan,Motin,39,1989-10-10,Karlskoga,,SWE,SWE,"6' 2""",220,False,False,N
1568,8471227,G,Devan Dubnyk,/api/v1/people/8471227,Devan,Dubnyk,40,1986-05-04,Regina,SK,CAN,CAN,"6' 6""",224,True,False,Y
1569,8470708,R,Guillaume Desbiens,/api/v1/people/8470708,Guillaume,Desbiens,27,1985-04-20,Alma,QC,CAN,CAN,"6' 2""",210,False,False,N
1570,8471863,C,Mario Bliznak,/api/v1/people/8471863,Mario,Bliznak,62,1987-03-06,Trencin,,SVK,SVK,"6' 0""",185,False,False,N
1571,8473488,L,Sergei Shirokov,/api/v1/people/8473488,Sergei,Shirokov,25,1986-03-10,Moscow,,RUS,RUS,"5' 10""",195,False,False,N
1572,8473546,L,Michael Grabner,/api/v1/people/8473546,Michael,Grabner,40,1987-10-05,Villach,,AUT,AUT,"6' 1""",188,False,False,N
1573,8475104,D,Evan Oberg,/api/v1/people/8475104,Evan,Oberg,43,1988-02-16,Forestburg,AB,CAN,CAN,"6' 0""",191,False,False,N
1574,8474009,C,Nick Bonino,/api/v1/people/8474009,Nick,Bonino,13,1988-04-20,Hartford,CT,USA,USA,"6' 1""",196,True,False,Y
1575,8475085,C,MacGregor Sharp,/api/v1/people/8475085,MacGregor,Sharp,67,1985-10-01,Red Deer,AB,CAN,CAN,"6' 1""",185,False,False,N
1576,8475105,R,Dan Sexton,/api/v1/people/8475105,Dan,Sexton,42,1987-04-29,Apple Valley,MN,USA,USA,"5' 9""",180,False,False,N
1577,8469798,D,Maxime Fortunus,/api/v1/people/8469798,Maxime,Fortunus,73,1983-07-28,Longueuil,QC,CAN,CAN,"5' 11""",202,False,False,N
1578,8470777,L,Francis Wathier,/api/v1/people/8470777,Francis,Wathier,48,1984-12-07,St. Isidore,ON,CAN,CAN,"6' 4""",210,False,False,N
1579,8471451,C,Aaron Gagnon,/api/v1/people/8471451,Aaron,Gagnon,21,1986-04-24,Quesnel,BC,CAN,CAN,"5' 11""",186,False,False,Y
1580,8471738,C,Perttu Lindgren,/api/v1/people/8471738,Perttu,Lindgren,15,1987-08-26,Tampere,,FIN,FIN,"6' 0""",188,False,False,N
1581,8473994,L,Jamie Benn,/api/v1/people/8473994,Jamie,Benn,14,1989-07-18,Victoria,BC,CAN,CAN,"6' 2""",210,True,False,Y
1582,8474707,D,Philip Larsen,/api/v1/people/8474707,Philip,Larsen,63,1989-12-07,Esbjerg,,DNK,DNK,"6' 1""",185,False,False,Y
1583,8471386,L,Scott Parse,/api/v1/people/8471386,Scott,Parse,21,1984-09-05,Portage,MI,USA,USA,"5' 11""",189,False,False,I
1584,8471718,C,Marc-Andre Cliche,/api/v1/people/8471718,Marc-Andre,Cliche,24,1987-03-23,Rouyn-Noranda,QC,CAN,CAN,"6' 0""",202,False,False,Y
1585,8471733,L,Rich Clune,/api/v1/people/8471733,Rich,Clune,25,1987-04-25,Toronto,ON,CAN,CAN,"5' 11""",211,False,False,N
1586,8474166,D,Alec Martinez,/api/v1/people/8474166,Alec,Martinez,23,1987-07-26,Rochester Hills,MI,USA,USA,"6' 1""",209,True,False,Y
1587,8474681,C,Andrei Loktionov,/api/v1/people/8474681,Andrei,Loktionov,8,1990-05-30,Voskresensk,,RUS,RUS,"5' 11""",190,False,False,N
1588,8475086,C,Corey Elkins,/api/v1/people/8475086,Corey,Elkins,47,1985-02-23,West Bloomfield,MI,USA,USA,"6' 2""",214,False,False,N
1589,8475170,C,Brayden Schenn,/api/v1/people/8475170,Brayden,Schenn,10,1991-08-22,Saskatoon,SK,CAN,CAN,"6' 1""",200,True,False,Y
1590,8471895,D,Shaun Heshka,/api/v1/people/8471895,Shaun,Heshka,21,1985-07-30,Melville,SK,CAN,CAN,"6' 1""",208,False,False,N
1591,8471365,C,Steven Zalewski,/api/v1/people/8471365,Steven,Zalewski,10,1986-08-20,Utica,NY,USA,USA,"6' 0""",195,False,False,N
1592,8473562,C,John McCarthy,/api/v1/people/8473562,John,McCarthy,17,1986-08-09,Boston,MA,USA,USA,"6' 1""",195,False,False,N
1593,8473600,R,Benn Ferriero,/api/v1/people/8473600,Benn,Ferriero,77,1987-04-29,Boston,MA,USA,USA,"5' 11""",195,False,False,N
1594,8473712,L,Frazer McLaren,/api/v1/people/8473712,Frazer,McLaren,68,1987-10-29,Winnipeg,MB,CAN,CAN,"6' 5""",230,False,False,N
1595,8474053,C,Logan Couture,/api/v1/people/8474053,Logan,Couture,39,1989-03-28,Guelph,ON,CAN,CAN,"6' 1""",200,True,False,Y
1596,8474218,D,Jason Demers,/api/v1/people/8474218,Jason,Demers,55,1988-06-09,Dorval,QC,CAN,CAN,"6' 1""",195,True,False,Y
1597,8471411,C,Chad Kolarik,/api/v1/people/8471411,Chad,Kolarik,25,1986-01-26,Abington,PA,USA,USA,"5' 11""",178,False,False,N
1598,8471482,D,Grant Clitsome,/api/v1/people/8471482,Grant,Clitsome,24,1985-04-14,Gloucester,ON,CAN,CAN,"5' 11""",211,False,False,I
1599,8473491,C,Tomas Kana,/api/v1/people/8473491,Tomas,Kana,46,1987-11-29,Opava,,CZE,CZE,"6' 0""",204,False,False,N
1600,8473687,C,Trevor Frischmon,/api/v1/people/8473687,Trevor,Frischmon,28,1981-08-05,Ham Lake,MN,USA,USA,"6' 0""",202,False,False,N
1601,8470671,C,Danny Irmen,/api/v1/people/8470671,Danny,Irmen,40,1984-09-06,Fargo,ND,USA,USA,"6' 0""",182,False,False,N
1602,8470886,D,Clayton Stoner,/api/v1/people/8470886,Clayton,Stoner,4,1985-02-19,Port McNeill,BC,CAN,CAN,"6' 4""",216,False,False,I
1603,8473992,D,Justin Falk,/api/v1/people/8473992,Justin,Falk,42,1988-10-11,Snowflake,MB,CAN,CAN,"6' 5""",223,False,False,N
1604,8474042,C,Cody Almond,/api/v1/people/8474042,Cody,Almond,12,1989-07-24,Calgary,AB,CAN,CAN,"6' 2""",199,False,False,N
1605,8474222,D,Maxim Noreau,/api/v1/people/8474222,Maxim,Noreau,26,1987-05-24,Montreal,QC,CAN,CAN,"6' 0""",194,False,False,N
1606,8475602,C,Casey Wellman,/api/v1/people/8475602,Casey,Wellman,48,1987-10-18,Brentwood,CA,USA,USA,"6' 0""",173,False,False,N
1607,8475613,D,Nate Prosser,/api/v1/people/8475613,Nate,Prosser,39,1986-05-07,Elk River,MN,USA,USA,"6' 2""",201,True,False,N
1608,8471418,G,Anton Khudobin,/api/v1/people/8471418,Anton,Khudobin,35,1986-05-07,Ust-Kamenogorsk,,KAZ,RUS,"5' 11""",195,True,False,Y
1609,8471508,D,Olivier Magnan,/api/v1/people/8471508,Olivier,Magnan,29,1986-05-01,Sherbrooke,QC,CAN,CAN,"6' 2""",210,False,False,N
1610,8471816,D,Mark Fayne,/api/v1/people/8471816,Mark,Fayne,5,1987-05-15,Nashua,NH,USA,USA,"6' 3""",209,False,False,N
1611,8472410,C,Stephen Gionta,/api/v1/people/8472410,Stephen,Gionta,10,1983-10-09,Rochester,NY,USA,USA,"5' 7""",177,False,False,N
1612,8473605,L,Alexander Vasyunov,/api/v1/people/8473605,Alexander,Vasyunov,18,1988-04-22,Yaroslavl,,RUS,RUS,"6' 1""",210,False,False,N
1613,8473927,C,Brad Mills,/api/v1/people/8473927,Brad,Mills,51,1983-05-03,Terrace,BC,CAN,CAN,"6' 0""",195,False,False,N
1614,8474582,R,Mattias Tedenby,/api/v1/people/8474582,Mattias,Tedenby,21,1990-02-21,Vetlanda,,SWE,SWE,"5' 9""",175,False,False,N
1615,8474641,C,Adam Henrique,/api/v1/people/8474641,Adam,Henrique,14,1990-02-06,Brantford,ON,CAN,CAN,"6' 0""",188,True,False,Y
1616,8475060,D,Matt Taormina,/api/v1/people/8475060,Matt,Taormina,51,1986-10-20,Warren,MI,USA,USA,"5' 10""",188,False,False,N
1617,8475185,C,Jacob Josefson,/api/v1/people/8475185,Jacob,Josefson,10,1991-03-02,Stockholm,,SWE,SWE,"6' 0""",196,False,False,Y
1618,8475248,D,Alexander Urbom,/api/v1/people/8475248,Alexander,Urbom,33,1990-12-20,Stockholm,,SWE,SWE,"6' 4""",215,False,False,N
1619,8473456,R,Rhett Rakhshani,/api/v1/people/8473456,Rhett,Rakhshani,49,1988-03-06,Orange,CA,USA,USA,"5' 10""",182,False,False,N
1620,8473611,D,Shane Sims,/api/v1/people/8473611,Shane,Sims,55,1988-04-30,East Amherst,NY,USA,USA,"6' 1""",195,False,False,N
1621,8474063,D,Mark Katic,/api/v1/people/8474063,Mark,Katic,0,1989-05-09,Porcupine,ON,CAN,CAN,"5' 10""",191,False,False,N
1622,8474612,D,Travis Hamonic,/api/v1/people/8474612,Travis,Hamonic,24,1990-08-16,St. Malo,MB,CAN,CAN,"6' 2""",205,False,False,N
1623,8474731,C,Justin DiBenedetto,/api/v1/people/8474731,Justin,DiBenedetto,0,1988-08-25,Maple,ON,CAN,CAN,"6' 0""",198,False,False,N
1624,8475799,R,Nino Niederreiter,/api/v1/people/8475799,Nino,Niederreiter,21,1992-09-08,Chur,,CHE,CHE,"6' 2""",218,True,False,Y
1625,8475990,D,Jamie Doornbosch,/api/v1/people/8475990,Jamie,Doornbosch,29,1990-02-01,Scarborough,ON,CAN,CAN,"6' 2""",198,False,False,N
1626,8476208,D,Matt Campanale,/api/v1/people/8476208,Matt,Campanale,55,1988-02-14,Chester Springs,PA,USA,USA,"5' 11""",200,False,False,N
1627,8474690,G,Kevin Poulin,/api/v1/people/8474690,Kevin,Poulin,35,1990-04-12,Montreal,QC,CAN,CAN,"6' 2""",206,False,False,N
